1,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
2,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
3,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
4,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
5,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
6,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
7,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
8,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
9,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
10,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
11,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
12,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
13,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
14,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
15,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
16,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
17,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
18,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
19,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
20,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
21,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
22,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
23,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
24,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
25,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
26,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
27,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
28,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
29,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
30,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
31,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
32,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
33,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
34,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
35,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
36,1,990,590,150,490,-1,-1,-1,-1,-1,0,0
